2020, 3, 3, 0, 1.08138, 1.07644, 1.52581
2020, 3, 4, 0, 0.90903, 1.20372, 1.50840
2020, 3, 5, 0, 0.65672, 1.15946, 1.33253
2020, 3, 6, 0, 0.32650, 1.05917, 1.10835
2020, 3, 7, 0, 0.08735, 1.01293, 1.01669
2020, 3, 8, 0, -0.14665, 0.96924, 0.98028
2020, 3, 9, 0, -0.40615, 0.88992, 0.97822
2020, 3, 10, 0, -0.52855, 0.76054, 0.92617
2020, 3, 11, 0, -0.51563, 0.51993, 0.73226
2020, 3, 12, 0, -0.50823, 0.22453, 0.55562
2020, 3, 13, 0, -0.48531, -0.06684, 0.48989
2020, 3, 14, 0, -0.32841, -0.25574, 0.41624
2020, 3, 15, 0, -0.05271, -0.31960, 0.32392
2020, 3, 16, 0, 0.18572, -0.31332, 0.36423
2020, 3, 17, 0, 0.35269, -0.26910, 0.44363
2020, 3, 18, 0, 0.46666, -0.17579, 0.49867
2020, 3, 19, 0, 0.43218, -0.08799, 0.44105
2020, 3, 20, 0, 0.33531, 0.05376, 0.33959
2020, 3, 21, 0, 0.27323, 0.17474, 0.32433
2020, 3, 22, 0, 0.23470, 0.35226, 0.42328
2020, 3, 23, 0, 0.18837, 0.59565, 0.62473
2020, 3, 24, 0, 0.11231, 0.83162, 0.83917
2020, 3, 25, 0, 0.07365, 0.95012, 0.95297
2020, 3, 26, 0, 0.06597, 1.03450, 1.03660
2020, 3, 27, 0, 0.04975, 1.04861, 1.04979
2020, 3, 28, 0, 0.06084, 1.00800, 1.00983
2020, 3, 29, 0, -0.05429, 0.95447, 0.95601
2020, 3, 30, 0, -0.24603, 0.83782, 0.87319
2020, 3, 31, 0, -0.40064, 0.67784, 0.78739
